name,description,alias,type,has_cli,has_native_addon,has_wasm,related
blas/ext/base/gsorthp,Sort a strided array using heapsort.,base.strided.gsorthp,Function,false,false,false,blas/ext/base/dsorthp;blas/ext/base/gsort2hp;blas/ext/base/ssorthp
blas/ext/base/gsortins,Sort a strided array using insertion sort.,base.strided.gsortins,Function,false,false,false,blas/ext/base/dsortins;blas/ext/base/gsort2ins;blas/ext/base/ssortins
blas/ext/base/gsortsh,Sort a strided array using Shellsort.,base.strided.gsortsh,Function,false,false,false,blas/ext/base/dsortsh;blas/ext/base/gsort2sh;blas/ext/base/ssortsh
blas/ext/base/gsum,Calculate the sum of strided array elements.,base.strided.gsum,Function,false,false,false,blas/ext/base/dsum;blas/ext/base/gnansum;blas/ext/base/ssum;stats/strided/mean
blas/ext/base/gsumkbn,Calculate the sum of strided array elements using an improved Kahan–Babuška algorithm.,base.strided.gsumkbn,Function,false,false,false,blas/ext/base/dsumkbn;blas/ext/base/gnansumkbn;blas/ext/base/gsum;blas/ext/base/gsumkbn2;blas/ext/base/gsumors;blas/ext/base/gsumpw;blas/ext/base/ssumkbn
blas/ext/base/gsumkbn2,Calculate the sum of strided array elements using a second-order iterative Kahan–Babuška algorithm.,base.strided.gsumkbn2,Function,false,false,false,blas/ext/base/dsumkbn2;blas/ext/base/gnansumkbn2;blas/ext/base/gsum;blas/ext/base/gsumkbn;blas/ext/base/gsumors;blas/ext/base/gsumpw;blas/ext/base/ssumkbn2
blas/ext/base/gsumors,Calculate the sum of strided array elements using ordinary recursive summation.,base.strided.gsumors,Function,false,false,false,blas/ext/base/dsumors;blas/ext/base/gnansumors;blas/ext/base/gsum;blas/ext/base/gsumkbn2;blas/ext/base/gsumpw;blas/ext/base/ssumors
blas/ext/base/gsumpw,Calculate the sum of strided array elements using pairwise summation.,base.strided.gsumpw,Function,false,false,false,blas/ext/base/dsumpw;blas/ext/base/gnansumpw;blas/ext/base/gsum;blas/ext/base/gsumkbn2;blas/ext/base/gsumors;blas/ext/base/ssumpw
blas/ext/base/gunitspace,Fill a strided array with linearly spaced numeric elements which increment by `1` starting from a specified value.,,,false,false,false,
blas/ext/base/gvander,Generate a Vandermonde matrix.,,,false,false,false,
blas/ext/base/gwhere,Take elements from one of two strided arrays depending on a condition.,,,false,false,false,
blas/ext/base/gzero-to,Fill a strided array with linearly spaced numeric elements which increment by `1` starting from zero.,,,false,false,false,
blas/ext/base/ndarray/cone-to,Fill a one-dimensional single-precision complex floating-point ndarray with linearly spaced numeric elements which increment by 1 starting from one.,,,false,false,false,
blas/ext/base/ndarray/csum,Compute the sum of all elements in a one-dimensional single-precision complex floating-point ndarray.,,,false,true,false,
blas/ext/base/ndarray/csumkbn,Compute the sum of all elements in a one-dimensional single-precision complex floating-point ndarray using an improved Kahan–Babuška algorithm.,,,false,false,false,
blas/ext/base/ndarray/czero-to,Fill a one-dimensional single-precision complex floating-point ndarray with linearly spaced numeric elements which increment by 1 starting from zero.,,,false,false,false,
blas/ext/base/ndarray/dcircshift,Circularly shift the elements of a one-dimensional double-precision floating-point ndarray by a specified number of positions.,,,false,false,false,
blas/ext/base/ndarray/dcusum,Compute the cumulative sum of a one-dimensional double-precision floating-point ndarray.,,,false,false,false,
blas/ext/base/ndarray/dcusumkbn,Compute the cumulative sum of a one-dimensional double-precision floating-point ndarray using an improved Kahan–Babuška algorithm.,,,false,false,false,
blas/ext/base/ndarray/dcusumkbn2,Compute the cumulative sum of a one-dimensional double-precision floating-point ndarray using a second-order iterative Kahan–Babuška algorithm.,,,false,false,false,
blas/ext/base/ndarray/dcusumors,Compute the cumulative sum of a one-dimensional double-precision floating-point ndarray using ordinary recursive summation.,,,false,false,false,
blas/ext/base/ndarray/dcusumpw,Compute the cumulative sum of a one-dimensional double-precision floating-point ndarray using pairwise summation.,,,false,false,false,
blas/ext/base/ndarray/dindex-of,Return the first index of a specified search element in a one-dimensional double-precision floating-point ndarray.,,,false,false,false,
blas/ext/base/ndarray/dlast-index-of,Return the last index of a specified search element in a one-dimensional double-precision floating-point ndarray.,,,false,false,false,
blas/ext/base/ndarray/dlinspace,Fill a one-dimensional double-precision floating-point ndarray with linearly spaced values over a specified interval.,,,false,false,false,
blas/ext/base/ndarray/dnansum,"Compute the sum of a one-dimensional double-precision floating-point ndarray, ignoring NaN values.",,,false,true,false,
blas/ext/base/ndarray/dnansumkbn,"Compute the sum of a one-dimensional double-precision floating-point ndarray, ignoring `NaN` values and using an improved Kahan–Babuška algorithm.",,,false,false,false,
blas/ext/base/ndarray/dnansumkbn2,"Compute the sum of a one-dimensional double-precision floating-point ndarray, ignoring `NaN` values and using a second-order iterative Kahan–Babuška algorithm.",,,false,false,false,
blas/ext/base/ndarray/dnansumors,"Compute the sum of a one-dimensional double-precision floating-point ndarray, ignoring `NaN` values and using ordinary recursive summation.",,,false,false,false,
blas/ext/base/ndarray/dnansumpw,"Compute the sum of a one-dimensional double-precision floating-point ndarray, ignoring `NaN` values and using pairwise summation.",,,false,false,false,
blas/ext/base/ndarray/done-to,Fill a one-dimensional double-precision floating-point ndarray with linearly spaced numeric elements which increment by 1 starting from one.,,,false,false,false,
blas/ext/base/ndarray/dsort,Sort a one-dimensional double-precision floating-point ndarray.,,,false,false,false,
blas/ext/base/ndarray/dsorthp,Sort a one-dimensional double-precision floating-point ndarray using heapsort.,,,false,false,false,
blas/ext/base/ndarray/dsortins,Sort a one-dimensional double-precision floating-point ndarray using insertion sort.,,,false,false,false,
blas/ext/base/ndarray/dsortsh,Sort a one-dimensional double-precision floating-point ndarray using Shellsort.,,,false,false,false,
blas/ext/base/ndarray/dsum,Compute the sum of all elements in a one-dimensional double-precision floating-point ndarray.,,,false,true,false,
blas/ext/base/ndarray/dsumkbn,Compute the sum of all elements in a one-dimensional double-precision floating-point ndarray using an improved Kahan–Babuška algorithm.,,,false,false,false,
blas/ext/base/ndarray/dsumkbn2,Compute the sum of all elements in a one-dimensional double-precision floating-point ndarray using a second-order iterative Kahan–Babuška algorithm.,,,false,false,false,
blas/ext/base/ndarray/dsumors,Compute the sum of a one-dimensional double-precision floating-point ndarray using ordinary recursive summation.,,,false,false,false,
blas/ext/base/ndarray/dsumpw,Compute the sum of a one-dimensional double-precision floating-point ndarray using pairwise summation.,,,false,false,false,
blas/ext/base/ndarray/dzero-to,Fill a one-dimensional double-precision floating-point ndarray with linearly spaced numeric elements which increment by 1 starting from zero.,,,false,false,false,
blas/ext/base/ndarray/gcircshift,Circularly shift the elements of a one-dimensional ndarray by a specified number of positions.,,,false,false,false,
blas/ext/base/ndarray/gcusum,Compute the cumulative sum of a one-dimensional ndarray.,,,false,false,false,
blas/ext/base/ndarray/gcusumkbn,Compute the cumulative sum of a one-dimensional ndarray using an improved Kahan–Babuška algorithm.,,,false,false,false,
blas/ext/base/ndarray/gcusumkbn2,Compute the cumulative sum of a one-dimensional ndarray using a second-order iterative Kahan–Babuška algorithm.,,,false,false,false,
blas/ext/base/ndarray/gcusumors,Compute the cumulative sum of a one-dimensional ndarray using ordinary recursive summation.,,,false,false,false,
blas/ext/base/ndarray/gcusumpw,Compute the cumulative sum of a one-dimensional ndarray using pairwise summation.,,,false,false,false,
blas/ext/base/ndarray/gfind-index,Return the index of the first element in a one-dimensional ndarray which passes a test implemented by a predicate function.,,,false,false,false,
blas/ext/base/ndarray/gfind-last-index,Return the index of the last element in a one-dimensional ndarray which passes a test implemented by a predicate function.,,,false,false,false,
blas/ext/base/ndarray/gindex-of,Return the first index of a specified search element in a one-dimensional ndarray.,,,false,false,false,
blas/ext/base/ndarray/gjoin-between,Return a string by joining one-dimensional ndarray elements using a specified separator for each pair of consecutive elements.,,,false,false,false,
blas/ext/base/ndarray/gjoin,Return a string created by joining one-dimensional ndarray elements using a specified separator.,,,false,false,false,
blas/ext/base/ndarray/glast-index-of,Return the last index of a specified search element in a one-dimensional ndarray.,,,false,false,false,
blas/ext/base/ndarray/glinspace,Fill a one-dimensional ndarray with linearly spaced values over a specified interval.,,,false,false,false,
blas/ext/base/ndarray/gnansum,"Compute the sum of a one-dimensional ndarray, ignoring `NaN` values.",,,false,false,false,
blas/ext/base/ndarray/gnansumkbn,"Compute the sum of a one-dimensional ndarray, ignoring `NaN` values and using an improved Kahan–Babuška algorithm.",,,false,false,false,
blas/ext/base/ndarray/gnansumkbn2,"Compute the sum of a one-dimensional ndarray, ignoring `NaN` values and using a second-order iterative Kahan–Babuška algorithm.",,,false,false,false,
blas/ext/base/ndarray/gnansumors,"Compute the sum of a one-dimensional ndarray, ignoring `NaN` values and using ordinary recursive summation.",,,false,false,false,
blas/ext/base/ndarray/gnansumpw,"Compute the sum of a one-dimensional ndarray, ignoring `NaN` values and using pairwise summation.",,,false,false,false,
blas/ext/base/ndarray/gone-to,Fill a one-dimensional ndarray with linearly spaced numeric elements which increment by 1 starting from one.,,,false,false,false,
blas/ext/base/ndarray/gsort,Sort a one-dimensional ndarray.,,,false,false,false,
blas/ext/base/ndarray/gsorthp,Sort a one-dimensional ndarray using heapsort.,,,false,false,false,
blas/ext/base/ndarray/gsum,Compute the sum of all elements in a one-dimensional ndarray.,,,false,false,false,
blas/ext/base/ndarray/gsumkbn,Compute the sum of all elements in a one-dimensional ndarray using an improved Kahan–Babuška algorithm.,,,false,false,false,
blas/ext/base/ndarray/gsumkbn2,Compute the sum of all elements in a one-dimensional ndarray using a second-order iterative Kahan–Babuška algorithm.,,,false,false,false,
blas/ext/base/ndarray/gsumors,Compute the sum of all elements in a one-dimensional ndarray using ordinary recursive summation.,,,false,false,false,
blas/ext/base/ndarray/gsumpw,Compute the sum of all elements in a one-dimensional ndarray using pairwise summation.,,,false,false,false,
blas/ext/base/ndarray/gzero-to,Fill a one-dimensional ndarray with linearly spaced numeric elements which increment by 1 starting from zero.,,,false,false,false,
blas/ext/base/ndarray,Base ndarray extended BLAS functions.,,,false,false,false,
blas/ext/base/ndarray/scircshift,Circularly shift the elements of a one-dimensional single-precision floating-point ndarray by a specified number of positions.,,,false,false,false,
blas/ext/base/ndarray/scusum,Compute the cumulative sum of a one-dimensional single-precision floating-point ndarray.,,,false,false,false,
blas/ext/base/ndarray/scusumkbn,Compute the cumulative sum of a one-dimensional single-precision floating-point ndarray using an improved Kahan–Babuška algorithm.,,,false,false,false,
blas/ext/base/ndarray/scusumkbn2,Compute the cumulative sum of a one-dimensional single-precision floating-point ndarray using a second-order iterative Kahan–Babuška algorithm.,,,false,false,false,
blas/ext/base/ndarray/scusumors,Compute the cumulative sum of a one-dimensional single-precision floating-point ndarray using ordinary recursive summation.,,,false,false,false,
blas/ext/base/ndarray/sindex-of,Return the first index of a specified search element in a one-dimensional single-precision floating-point ndarray.,,,false,false,false,
blas/ext/base/ndarray/slast-index-of,Return the last index of a specified search element in a one-dimensional single-precision floating-point ndarray.,,,false,false,false,
blas/ext/base/ndarray/slinspace,Fill a one-dimensional single-precision floating-point ndarray with linearly spaced values over a specified interval.,,,false,false,false,
